ACTUAL_DTE,ACTUAL_DTE,latbin,lonbin,WEIGHTED_INCIDENT_SCORE,RANK
2003,3,42.225,-71.805,14,0.023090586145648316
2003,3,42.225,-71.8,2,0.0017761989342806395
2003,3,42.225,-71.795,14,0.023090586145648316
2003,3,42.225,-71.79,38,0.06571936056838365
2003,3,42.225,-71.785,7,0.010657193605683839
2003,3,42.225,-71.76,14,0.023090586145648316
2003,3,42.230000000000004,-71.86,1,0.0
2003,3,42.230000000000004,-71.85000000000001,22,0.03730017761989343
2003,3,42.230000000000004,-71.84,7,0.010657193605683839
2003,3,42.230000000000004,-71.83500000000001,1,0.0
2003,3,42.230000000000004,-71.825,7,0.010657193605683839
2003,3,42.230000000000004,-71.82000000000001,37,0.06394316163410302
2003,3,42.230000000000004,-71.815,7,0.010657193605683839
2003,3,42.230000000000004,-71.81,30,0.05150976909413855
2003,3,42.230000000000004,-71.805,14,0.023090586145648316
2003,3,42.230000000000004,-71.8,67,0.1172291296625222
2003,3,42.230000000000004,-71.795,24,0.04085257548845471
2003,3,42.230000000000004,-71.785,7,0.010657193605683839
2003,3,42.230000000000004,-71.76,7,0.010657193605683839
2003,3,42.230000000000004,-71.755,23,0.03907637655417407
2003,3,42.230000000000004,-71.75,7,0.010657193605683839
2003,3,42.235,-71.86,2,0.0017761989342806395
2003,3,42.235,-71.85000000000001,30,0.05150976909413855
2003,3,42.235,-71.845,16,0.026642984014209593
2003,3,42.235,-71.82000000000001,7,0.010657193605683839
2003,3,42.235,-71.815,36,0.06216696269982238
2003,3,42.235,-71.81,5,0.007104795737122557
2003,3,42.235,-71.805,7,0.010657193605683839
2003,3,42.235,-71.8,24,0.04085257548845471
